album, song, text
GUTS, so_american, "And he laughs at all my jokes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, it's just not fair of him"
GUTS, so_american, "To make me feel this much"
GUTS, so_american, "I'd go anywhere he goes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, I'm gonna marry him"
GUTS, so_american, "If he keeps this shit up"
GUTS, so_american, "I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-lo-lo-lo-love"
GUTS, so_american, ""
GUTS, so_american, "God, I'm so boring and I'm so rude"
GUTS, so_american, "Can't have a conversation if it's not all about you"
GUTS, so_american, "The way you dress and the books you read"
GUTS, so_american, "I really love my bed, but, man, it's hard to sleep when he's with me"
GUTS, so_american, "When he's with me"
GUTS, so_american, ""
GUTS, so_american, "And he laughs at all my jokes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, it's just not fair of him"
GUTS, so_american, "To make me feel this much"
GUTS, so_american, "I'd go anywhere he goes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, I'm gonna marry him"
GUTS, so_american, "If he keeps this shit up"
GUTS, so_american, "I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-love"
GUTS, so_american, ""
GUTS, so_american, "I apologize if it's a little too much, just a little too soon"
GUTS, so_american, "But if the conversation ever were to come up"
GUTS, so_american, "I don't wanna assume this stuff"
GUTS, so_american, "But ain't it wrong?"
GUTS, so_american, "I think I'm in love"
GUTS, so_american, ""
GUTS, so_american, "And he laughs at all my jokes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, it's just not fair of him"
GUTS, so_american, "To make me feel this much"
GUTS, so_american, "I'd go anywhere he goes"
GUTS, so_american, "And he says I'm so American"
GUTS, so_american, "Oh God, I'm gonna marry him"
GUTS, so_american, "If he keeps this shit up"
GUTS, so_american, "I might just be in lo-lo-, lo-lo-, lo-lo-, lo-lo-lo-lo-lo-love"
GUTS, so_american, ""
GUTS, so_american, "(Okay, come on, ah) Stop it, ah"
GUTS, ballad_of_a_homeschooled_girl, "Cat got my tongue"
GUTS, ballad_of_a_homeschooled_girl, "And I don't think I get along with anyone"
GUTS, ballad_of_a_homeschooled_girl, "Blood running cold"
GUTS, ballad_of_a_homeschooled_girl, "I'm on the outside of the greatest inside joke"
GUTS, ballad_of_a_homeschooled_girl, "And I hate all my clothes"
GUTS, ballad_of_a_homeschooled_girl, "Feels like my skin doesn't fit right over my bones"
GUTS, ballad_of_a_homeschooled_girl, "So I guess I should go"
GUTS, ballad_of_a_homeschooled_girl, "The party's done, and I'm no fun, I know, I know"
GUTS, ballad_of_a_homeschooled_girl, "I know, I know"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "I broke a glass, I tripped and fell"
GUTS, ballad_of_a_homeschooled_girl, "I told secrets I shouldn't tell"
GUTS, ballad_of_a_homeschooled_girl, "I stumbled over all my words"
GUTS, ballad_of_a_homeschooled_girl, "I made it weird, I made it worse"
GUTS, ballad_of_a_homeschooled_girl, "Each time I step outside"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "Wanna curl up and die"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah-ah-ah-ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "I laughed at the wrong time, sat with the wrong guy (Uh-huh)"
GUTS, ballad_of_a_homeschooled_girl, "Searchin' "how to start a conversation?" on a website (How to flirt?)"
GUTS, ballad_of_a_homeschooled_girl, "I talked to this hot guy, swore I was his type"
GUTS, ballad_of_a_homeschooled_girl, "Guess that he was makin' out with boys, like the whole night (Oh)"
GUTS, ballad_of_a_homeschooled_girl, "Everythin' I do is tragic (Oh)"
GUTS, ballad_of_a_homeschooled_girl, "Every guy I like is gay (Oh)"
GUTS, ballad_of_a_homeschooled_girl, "The morning after I panic (Oh)"
GUTS, ballad_of_a_homeschooled_girl, "Oh God, what did I say? (Oh, oh, oh)"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "I broke a glass, I tripped and fell"
GUTS, ballad_of_a_homeschooled_girl, "I told secrets I shouldn't tell"
GUTS, ballad_of_a_homeschooled_girl, "I stumbled over all my words"
GUTS, ballad_of_a_homeschooled_girl, "I made it weird, I made it worse"
GUTS, ballad_of_a_homeschooled_girl, "Each time I step outside"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "Wanna curl up and die"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "Yeah, when I'm alone, I'm fine"
GUTS, ballad_of_a_homeschooled_girl, "But don't let me out at night"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah-ah-ah-ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah-ah-ah-ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "I broke a glass, tripped and fell"
GUTS, ballad_of_a_homeschooled_girl, "Told secrets I shouldn't tell"
GUTS, ballad_of_a_homeschooled_girl, "Stumbled over all my words"
GUTS, ballad_of_a_homeschooled_girl, "Made it weird, then made it worse"
GUTS, ballad_of_a_homeschooled_girl, "Each day that I'm alive"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "Wanna curl up and die"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, "Don't let me out at night"
GUTS, ballad_of_a_homeschooled_girl, "I'm shocked I'm still alive"
GUTS, ballad_of_a_homeschooled_girl, "It's social suicide"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, "Ah-ah-ah-ah-ah-ah, ah-ah"
GUTS, ballad_of_a_homeschooled_girl, ""
GUTS, ballad_of_a_homeschooled_girl, "Thought your mom was your wife (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "Called you the wrong name twice (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "Can't think of a third line (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "La-la-la-la-la-la (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "La-la-la-la-la-la (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "La-la-la-la-la-la (Ah)"
GUTS, ballad_of_a_homeschooled_girl, "La-la-la-la-la-la, ugh"
GUTS, girl_ive_always_been, "Five, six, five, six, seven, eight"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, ""Baby doll, you have changed""
GUTS, girl_ive_always_been, "That's the thing you always say"
GUTS, girl_ive_always_been, "Cursin' me, trash my name"
GUTS, girl_ive_always_been, "I rained all over your parade"
GUTS, girl_ive_always_been, "Now you're on my couch, you're fightin' tears"
GUTS, girl_ive_always_been, "You say I'm cruel beyond my years"
GUTS, girl_ive_always_been, "And as I'm walkin' out that door"
GUTS, girl_ive_always_been, "Say you don't know me anymore"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, "I have captors I call friends"
GUTS, girl_ive_always_been, "I got panic rooms inside my head"
GUTS, girl_ive_always_been, "I get down with crooked men"
GUTS, girl_ive_always_been, "But I am the girl I've always been"
GUTS, girl_ive_always_been, "I got a wrapped up in the game again"
GUTS, girl_ive_always_been, "You woke up in an empty bed"
GUTS, girl_ive_always_been, "And I can't say I'm a perfect ten"
GUTS, girl_ive_always_been, "But I am the girl I've always been"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, "Ah, mmm"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, "So don't say that I've been acting different"
GUTS, girl_ive_always_been, "I'm nothin' if I'm not consistent"
GUTS, girl_ive_always_been, "You knew everything you'd be gettin'"
GUTS, girl_ive_always_been, "I told you right from the beginnin'"
GUTS, girl_ive_always_been, "Now you're on my case, how could I go?"
GUTS, girl_ive_always_been, "You never dreamed I'd be so cold"
GUTS, girl_ive_always_been, "And then, with venom on your tongue"
GUTS, girl_ive_always_been, "You ask who I have become"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, "Well, I have captors I call friends"
GUTS, girl_ive_always_been, "I got panic rooms inside my head"
GUTS, girl_ive_always_been, "And I get down with the crooked men"
GUTS, girl_ive_always_been, "But I am the girl I've always been"
GUTS, girl_ive_always_been, "I got a wrapped up in the game again"
GUTS, girl_ive_always_been, "You woke up in an empty bed"
GUTS, girl_ive_always_been, "And I can't say I'm a perfect ten"
GUTS, girl_ive_always_been, "But I am the girl I've always been"
GUTS, girl_ive_always_been, ""
GUTS, girl_ive_always_been, "Yeah, I'm a candle in the wind"
GUTS, girl_ive_always_been, "I'll turn you out, I'll turn you in"
GUTS, girl_ive_always_been, "But I am the girl I've always been"
GUTS, girl_ive_always_been, ""
GUTS, get_him_back, "One, two, three"
GUTS, get_him_back, "Wait, is this the song with the drums?"
GUTS, get_him_back, ""
GUTS, get_him_back, "I met a guy in the summer and I left him in the spring"
GUTS, get_him_back, "He argued with me about everything"
GUTS, get_him_back, "He had an ego and a temper and a wandering eye"
GUTS, get_him_back, "He said he's six-foot-two and I'm like, "Dude, nice try""
GUTS, get_him_back, "But he was so much fun and he had such weird friends"
GUTS, get_him_back, "And he would take us out to parties and the night would never end"
GUTS, get_him_back, "Another song, another club, another bar, another dance"
GUTS, get_him_back, "And when he said something wrong, he'd just fly me to France"
GUTS, get_him_back, "So I miss him some nights when I'm feeling depressed"
GUTS, get_him_back, "'Til I remember every time he made a pass on my friend"
GUTS, get_him_back, "Do I love him? Do I hate him? I guess it's up and down"
GUTS, get_him_back, "If I had to choose, I would say right now"
GUTS, get_him_back, ""
GUTS, get_him_back, "I wanna get him back"
GUTS, get_him_back, "I wanna make him really jealous, wanna make him feel bad"
GUTS, get_him_back, "Oh, I wanna get him back"
GUTS, get_him_back, "'Cause then again, I really miss him and it makes me real sad"
GUTS, get_him_back, "Oh, I want sweet revenge"
GUTS, get_him_back, "And I want him again"
GUTS, get_him_back, "I want to get him back, back, back"
GUTS, get_him_back, ""
GUTS, get_him_back, "So I write him all these letters, then I throw them in the trash"
GUTS, get_him_back, "'Cause I miss the way he kisses and the way he made me laugh"
GUTS, get_him_back, "Yeah, I pour my little heart out, but as I'm hitting "send""
GUTS, get_him_back, "I picture all the faces of my disappointed friends"
GUTS, get_him_back, "Because everyone knew all of the shit that he'd do"
GUTS, get_him_back, "He said I was the only girl, but that just wasn't the truth"
GUTS, get_him_back, "And when I told him how he hurt me, he'd tell me I was trippin'"
GUTS, get_him_back, "But I am my father's daughter, so maybe I could fix him"
GUTS, get_him_back, ""
GUTS, get_him_back, "I wanna get him back"
GUTS, get_him_back, "I wanna make him really jealous, wanna make him feel bad"
GUTS, get_him_back, "Oh, I wanna get him back"
GUTS, get_him_back, "'Cause then again, I really miss him and it makes me real sad"
GUTS, get_him_back, "Oh, I want sweet revenge"
GUTS, get_him_back, "And I want him again"
GUTS, get_him_back, "I want to get him back (And then? And then)"
GUTS, get_him_back, "I want to get him back, back, back"
GUTS, get_him_back, ""
GUTS, get_him_back, "I wanna key his car (I want to get him back)"
GUTS, get_him_back, "I wanna make him lunch (But then I, I want to get him back)"
GUTS, get_him_back, "I wanna break his heart (But then I, I want to get him back)"
GUTS, get_him_back, "Then be the one to stitch it up (But then I, I want to get him back)"
GUTS, get_him_back, "Wanna kiss his face (But then I, I want to get him back)"
GUTS, get_him_back, "With an uppercut (But then I, I want to get him back)"
GUTS, get_him_back, "I wanna meet his mom (But then I, I want to get him back)"
GUTS, get_him_back, "Just to tell her her son sucks (But then I, I want to get him back)"
GUTS, get_him_back, "Oh, I wanna key his car, I wanna make him lunch (But then I, I want to get him back, I want to)"
GUTS, get_him_back, "I wanna break his heart, stitch it right back up (But then I, I want to get him back, get him back)"
GUTS, get_him_back, "I wanna kiss his face with an uppercut (But then I, I want to get him back, I want to)"
GUTS, get_him_back, "I wanna meet his mom and tell her her son sucks, yeah (But then I, I want to get him back, get him back)"
GUTS, get_him_back, ""
GUTS, get_him_back, "I wanna get him back"
GUTS, get_him_back, "I wanna make him really jealous, wanna make him feel bad"
GUTS, get_him_back, "Oh, I wanna get him back"
GUTS, get_him_back, "'Cause then again, I really miss him and it makes me real sad"
GUTS, get_him_back, "Oh, I want sweet revenge"
GUTS, get_him_back, "And I want him again"
GUTS, get_him_back, "I want to get him back (And then? And then)"
GUTS, get_him_back, "I want to get him back (Back, back)"
GUTS, get_him_back, ""
GUTS, get_him_back, "I'll get him, I'll get him, I'll get him, I'll get him back (Woo-hoo)"
GUTS, get_him_back, "Get him back (Come on, come on, woo)"
GUTS, get_him_back, "I'm gonna get him so good, he's not even gonna know what hit him"
GUTS, get_him_back, "He's gonna love me and hate me at the same time"
GUTS, get_him_back, "(Get him back, girl, you better get him back)"
GUTS, get_him_back, "(You got it, got it)"
GUTS, get_him_back, "Oh, I don't know, I got him good, I got him really good"
GUTS, obsessed, "La-da-da-da, da-da-da (Da-da-da-da-da)"
GUTS, obsessed, "La-da-da-da-da"
GUTS, obsessed, ""
GUTS, obsessed, "If I told you how much I think about her"
GUTS, obsessed, "You'd think I was in love"
GUTS, obsessed, "And if you knew how much I looked at her pictures"
GUTS, obsessed, "You would think we're best friends"
GUTS, obsessed, ""
GUTS, obsessed, "'Cause I know her star sign, I know her blood type"
GUTS, obsessed, "I've seen every movie she's been in and, oh God, she's beautiful"
GUTS, obsessed, "And I know you love her and I know about her"
GUTS, obsessed, "But I can't help it, no, I can't help it"
GUTS, obsessed, ""
GUTS, obsessed, "I'm so obsessed with your ex (Uh-huh)"
GUTS, obsessed, "I know she's been asleep on my side of your bed and I can feel it"
GUTS, obsessed, "I'm starin' at her like I wanna get hurt"
GUTS, obsessed, "And I remember every detail you would ever tell me, so be careful, baby"
GUTS, obsessed, "I'm so obsessed with your ex (Ah)"
GUTS, obsessed, "Yeah, I'm so obsessed with your ex (Ah)"
GUTS, obsessed, ""
GUTS, obsessed, "La-da-da-da, da-da-da"
GUTS, obsessed, ""
GUTS, obsessed, "She's got those lips, she's got those hips"
GUTS, obsessed, "The life of every fuckin' party"
GUTS, obsessed, "She's talented, she's good with kids"
GUTS, obsessed, "She even speaks kindly about me, ah-ah"
GUTS, obsessed, ""
GUTS, obsessed, "And I know you love me and I know it's crazy"
GUTS, obsessed, "But every time you call my name, I think you mistake me for her"
GUTS, obsessed, "You both have moved on, you don't even talk"
GUTS, obsessed, "But I can't help it, I got issues, I can't help it, baby"
GUTS, obsessed, ""
GUTS, obsessed, "I'm so obsessed with your ex"
GUTS, obsessed, "I know she's been asleep on my side in your bed and I can feel her"
GUTS, obsessed, "I'm starin' at her like I wanna get hurt"
GUTS, obsessed, "And I remember every detail you would ever tell me, so be careful, baby"
GUTS, obsessed, "I'm so obsessed with your ex (Ah)"
GUTS, obsessed, "Yeah, I'm so obsessed with your ex (Ah)"
GUTS, obsessed, ""
GUTS, obsessed, "Is she friends with your friends? Is she good in bed?"
GUTS, obsessed, "Do you think about her? No? I'm fine, it doesn't matter, tell me"
GUTS, obsessed, "Is she easy-goin'? Never controllin'?"
GUTS, obsessed, "Well-traveled? Well-read? Oh God, she's makin' me so obsessed"
GUTS, obsessed, ""
GUTS, obsessed, "I'm so obsessed with your ex (Ah)"
GUTS, obsessed, "She's been asleep on my side in your bed (Ah), woah"
GUTS, obsessed, "I'm so obsessed with your ex (Why'd she make me so obsessed? Ah)"
GUTS, obsessed, "I'm so obsessed with your, with your ex"
GUTS, bad_idea_right, "Hey"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Haven't heard from you in a couple of months"
GUTS, bad_idea_right, "But I'm out right now and I'm all fucked up"
GUTS, bad_idea_right, "And you're callin' my phone and you're all alone"
GUTS, bad_idea_right, "And I'm sensing some undertone"
GUTS, bad_idea_right, "And I'm right here with all my friends"
GUTS, bad_idea_right, "But you're sending me your new address"
GUTS, bad_idea_right, "And I know we're done, I know we're through"
GUTS, bad_idea_right, "But, God, when I look at you"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "My brain goes, "Ah""
GUTS, bad_idea_right, "Can't hear my thoughts (I cannot hear my thoughts)"
GUTS, bad_idea_right, "Like blah-blah-blah (Blah, blah, blah, blah, blah, blah)"
GUTS, bad_idea_right, "Should probably not"
GUTS, bad_idea_right, "I should probably, probably not"
GUTS, bad_idea_right, "I should probably, probably not"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "Fuck it, it's fine"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Yes, I know that he's my ex"
GUTS, bad_idea_right, "But can't two people reconnect?"
GUTS, bad_idea_right, "I only see him as a friend"
GUTS, bad_idea_right, "The biggest lie I ever said"
GUTS, bad_idea_right, "Oh, yes, I know that he's my ex"
GUTS, bad_idea_right, "But can't two people reconnect?"
GUTS, bad_idea_right, "I only see him as a friend"
GUTS, bad_idea_right, "I just tripped and fell into his bed"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Now I'm gettin' in the car, wreckin' all my plans"
GUTS, bad_idea_right, "I know I should stop, but I can't"
GUTS, bad_idea_right, "And I told my friends I was asleep"
GUTS, bad_idea_right, "But I never said where or in whose sheets"
GUTS, bad_idea_right, "And I pull up to your place on the second floor"
GUTS, bad_idea_right, "And you're standing, smiling at the door"
GUTS, bad_idea_right, "And I'm sure I've seen much hotter men"
GUTS, bad_idea_right, "But I really can't remember when"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "My brain goes, "Ah""
GUTS, bad_idea_right, "Can't hear my thoughts (I cannot hear my thoughts)"
GUTS, bad_idea_right, "Like blah-blah-blah (Blah, blah, blah, blah, blah, blah)"
GUTS, bad_idea_right, "Should probably not"
GUTS, bad_idea_right, "I should probably, probably not"
GUTS, bad_idea_right, "I should probably, probably not"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "It's a bad idea, right?"
GUTS, bad_idea_right, "Seeing you tonight"
GUTS, bad_idea_right, "Fuck it, it's fine"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Yes, I know that he's my ex"
GUTS, bad_idea_right, "But can't two people reconnect?"
GUTS, bad_idea_right, "I only see him as a friend"
GUTS, bad_idea_right, "The biggest lie I ever said"
GUTS, bad_idea_right, "Oh, yes, I know that he's my ex"
GUTS, bad_idea_right, "But can't two people reconnect?"
GUTS, bad_idea_right, "I only see him as a friend"
GUTS, bad_idea_right, "I just tripped and fell into his bed"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Oh, yes, I know that he's my ex"
GUTS, bad_idea_right, "Can't two people reconnect?"
GUTS, bad_idea_right, "The biggest lie I ever said"
GUTS, bad_idea_right, "I just tripped and fell into his bed"
GUTS, bad_idea_right, "My brain goes, "Ah""
GUTS, bad_idea_right, "Can't hear my thoughts"
GUTS, bad_idea_right, "The biggest lie I ever said"
GUTS, bad_idea_right, "My brain goes, "Ah""
GUTS, bad_idea_right, "Can't hear my thoughts"
GUTS, bad_idea_right, "I just tripped and fell into his bed"
GUTS, bad_idea_right, ""
GUTS, bad_idea_right, "Thoughts"
GUTS, bad_idea_right, "Blah"
GUTS, bad_idea_right, "Thoughts"
GUTS, bad_idea_right, "Blah"
GUTS, stranger, "I woke up this mornin' and I sat up straight in bed"
GUTS, stranger, "I had the strangest feeling of this weight off in my chest"
GUTS, stranger, "I hadn't felt that hopeful since the day that you left and it felt nice"
GUTS, stranger, "So nice"
GUTS, stranger, "And everybody told me it would happen in time"
GUTS, stranger, "The fire would burn out and all the storm clouds would subside"
GUTS, stranger, "And I always believed that it was some comforting lie that they believe it's nice"
GUTS, stranger, "So nice"
GUTS, stranger, ""
GUTS, stranger, "'Cause I was half myself without you and now I feel so complete"
GUTS, stranger, "And I can't even remember what made me lose all my sleep"
GUTS, stranger, "I cried a million rivers for you, but that's over now"
GUTS, stranger, "You're just a stranger I know everything about, ooh, ooh"
GUTS, stranger, "You're just a stranger I know everything about"
GUTS, stranger, ""
GUTS, stranger, "Made a pot of coffee and I poured myself a cup"
GUTS, stranger, "I thought of all the things I did to try and win your love"
GUTS, stranger, "How did that happen? I can't imagine ever doin' all that stuff for just one guy"
GUTS, stranger, "Like, you're just some guy"
GUTS, stranger, "Oh, but I hope that you're happy, babe, you know I really do"
GUTS, stranger, "And God knows that I am the girl I am because of you"
GUTS, stranger, "You know I'll always think of you, I'll love you 'til the end of time"
GUTS, stranger, "You are the best thing that I'll ever keep so far out of my life"
GUTS, stranger, ""
GUTS, stranger, "Yeah, I was half myself without you and now I feel so complete"
GUTS, stranger, "I can't even remember what made me lose all my sleep"
GUTS, stranger, "I cried a million rivers for you, but that's over now"
GUTS, stranger, "You're just a stranger I know everything about, ooh, ooh"
GUTS, stranger, "You're just a stranger I know everything about"
GUTS, stranger, ""
GUTS, stranger, "There's nothin' left for me to know"
GUTS, stranger, "I had to stay, you had to go"
GUTS, stranger, "And it was me, but it doesn't matter anymore, no"
GUTS, stranger, "There's nothin' left for me to sing"
GUTS, stranger, "I screamed, I cried, I did the whole thing"
GUTS, stranger, "And I loved you mad, but it doesn't matter anymore, no"
GUTS, stranger, ""
GUTS, stranger, "I was half myself without you, but now I feel so complete"
GUTS, stranger, "And if I'm not enough for you, you're not enough for me"
GUTS, stranger, "I fought a million battles, but you can't get to me now"
GUTS, stranger, "You're just a stranger I know everything about, ooh, ooh"
GUTS, stranger, "You're just a stranger I know everything about"
GUTS, stranger, "You're just a stranger I know everything about"
GUTS, stranger, ""
GUTS, stranger, ""
GUTS, scared_of_my_guitar, "Perfect, easy, so good to me"
GUTS, scared_of_my_guitar, "So why's there a pit in my gut in the shape of you?"
GUTS, scared_of_my_guitar, "Distract myself, say it's somethin' else"
GUTS, scared_of_my_guitar, "Maybe I'm just overwhelmed, maybe I'm confused"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "Barely sleep when you sleep next to me"
GUTS, scared_of_my_guitar, "But I keep thinkin' I'll find a cure"
GUTS, scared_of_my_guitar, "I say that I'm fine, I tell you all the time"
GUTS, scared_of_my_guitar, "I've never felt so happy and sure"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "But I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "'Cause it cuts right through to the heart"
GUTS, scared_of_my_guitar, "Yeah, it knows me too well so I got no excuse"
GUTS, scared_of_my_guitar, "I can't lie to it the same way that I lie to you"
GUTS, scared_of_my_guitar, "I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "If I play it, then I'll think too hard"
GUTS, scared_of_my_guitar, "Once you let the thought in, then it's already done"
GUTS, scared_of_my_guitar, "So I lay in your arms and pretend that it's love"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "I was ravin', no boy like you"
GUTS, scared_of_my_guitar, "I had the nerve to just stop stringin' you all along"
GUTS, scared_of_my_guitar, "But I'm not half as decent as you"
GUTS, scared_of_my_guitar, "I'd rather be tied to someone, even if they're wrong"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "I make excuses, my friends know the truth is"
GUTS, scared_of_my_guitar, "I'm not as alright as I claim"
GUTS, scared_of_my_guitar, "I say that I'm fine, I tell them all the time"
GUTS, scared_of_my_guitar, "As they watch all the life fade away"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "Yeah, I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "'Cause it cuts right through to the heart"
GUTS, scared_of_my_guitar, "Yeah, it knows me too well so I got no excuse"
GUTS, scared_of_my_guitar, "I can't lie to it the same way that I lie to you"
GUTS, scared_of_my_guitar, "I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "If I play it, then I'll think too hard"
GUTS, scared_of_my_guitar, "Once you let the thought in and then it's already done"
GUTS, scared_of_my_guitar, "So I lay in your arms and pretend that it's love"
GUTS, scared_of_my_guitar, "Yeah, I lay in your arms and pretend that it's love"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "I pretend that it's love"
GUTS, scared_of_my_guitar, "I pretend that it's love"
GUTS, scared_of_my_guitar, "I pretend that it's love, love"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "'Cause what if I never find anything better?"
GUTS, scared_of_my_guitar, "The doubt always creeps through my mind"
GUTS, scared_of_my_guitar, "So we'll stay together 'cause how could I ever"
GUTS, scared_of_my_guitar, "Trade somethin' that's good for what's right?"
GUTS, scared_of_my_guitar, ""
GUTS, scared_of_my_guitar, "Oh, I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "It cuts right through my heart"
GUTS, scared_of_my_guitar, "It knows me too well, I got no excuse"
GUTS, scared_of_my_guitar, "I can't lie to it the same way that I lie to you"
GUTS, scared_of_my_guitar, "I'm so scared of my guitar"
GUTS, scared_of_my_guitar, "When I play it is when I think too hard"
GUTS, scared_of_my_guitar, "I let the thought in, it's already done"
GUTS, scared_of_my_guitar, "But I lay in your arms and pretend that it's love"
GUTS, scared_of_my_guitar, "Yeah, I lay in your arms and pretend it's enough"
GUTS, love_is_embarrassing, "I told my friends you were the one"
GUTS, love_is_embarrassing, "After I'd known you like a month"
GUTS, love_is_embarrassing, "And then you kissed some girl from high school"
GUTS, love_is_embarrassing, "And I stayed in bed for like a week"
GUTS, love_is_embarrassing, "When you said space was what you need"
GUTS, love_is_embarrassing, "Waited by my phone like a goddamn fool"
GUTS, love_is_embarrassing, ""
GUTS, love_is_embarrassing, "And now it don't mean a thing"
GUTS, love_is_embarrassing, "God, love's fucking embarrassing"
GUTS, love_is_embarrassing, "Just watch as I crucify myself"
GUTS, love_is_embarrassing, "For some weird second string"
GUTS, love_is_embarrassing, "Loser who's not worth mentionin'"
GUTS, love_is_embarrassing, "My God, love's embarrassing as hell"
GUTS, love_is_embarrassing, ""
GUTS, love_is_embarrassing, "And I consoled you while you cried"
GUTS, love_is_embarrassing, "Over your ex-girlfriend's new guy"
GUTS, love_is_embarrassing, "My God, how could I be so stupid?"
GUTS, love_is_embarrassing, "You found a new version of me"
GUTS, love_is_embarrassing, "And I damn near started World War III"
GUTS, love_is_embarrassing, "Jesus, what was I even doing?"
GUTS, love_is_embarrassing, ""
